index,tDept,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,overall_rating
3179,Anthropology,Emma,,Rueterra,1070047,0,zero,N/A
3180,History,Michael,,Ruiz,2379087,0,zero,N/A
3181,English,Sandra,,Ruiz,2399805,1,good,5.0
3182,Philosophy,Matthew,,Rukgaber,1454959,6,good,3.8
3183,Music,Robert,,Rumbelow,1797922,1,good,5.0
3184,Mathematics,Benno,,Rumpf,1578659,2,average,2.8
3185,Political Science,Jessie,,Rumsey,2032122,6,good,4.2
3186,Political Science,Ashlea,,Rundlett,1722900,1,good,5.0
3187,Computer Science,Prateek,,Rungta,1508918,1,good,5.0
3188,English,Stephen,,Runkle,1182061,63,good,4.5
3189,Ethnic Studies,Brian,,Ruppert,127188,28,average,3.3
3190,Art History,Dana,,Rush,548109,10,good,4.1
3191,Literature,Robert,,Rushing,843532,10,good,4.6
3192,Finance,Philip,,Rushing,866493,4,good,4.0
3193,Chemistry,Milo,,Russell,1817322,1,poor,1.0
3194,English,Lindsay,,Russell,1821615,4,average,3.3
3195,Writing,Kyle,,Russell,2434741,2,good,4.5
3196,Civil Engineering,Cassandra,,Rutherford,2140712,1,good,4.5
3197,Engineering,David,,Ruzic,198914,24,good,4.3
3198,Education,Katherine,,Ryan,1543964,0,zero,N/A
3199,Business,Kathryn,M,Rybka,1841475,2,average,3.0
3200,Languages,Eman,,Saadah,757260,11,good,3.7
3201,Spanish,Anita,,Saalfeld,1084915,0,zero,N/A
3202,Mathematics,Maria,,Sabitova,1055319,14,average,2.8
3203,Mathematics,Marcin,,Sabok,1538762,2,good,4.2
3204,Business,Vishal,,Sachdev,1278286,16,average,2.8
3205,Agriculture,Erik,,Sacks,1690180,0,zero,N/A
3206,Languages,Misumi,,Sadler,562551,6,good,4.9
3207,Languages,Randall,,Sadler,1092868,3,good,3.8
3208,Philosophy,Noel,Blas,Saenz,1935998,15,good,4.3
3209,Sociology,Feyza,Nur,Safoglu,2022550,0,zero,N/A
3210,Foreign Languages,Mark,,Safstrom,1600014,31,good,4.7
3211,Statistics,Diptarka,,Saha,2540860,0,zero,N/A
3212,Economics,Zaruhi,,Sahakyan,908173,32,average,3.3
3213,Psychology,Lili,,Sahakyan,2504295,3,good,4.3
3214,English,Marilyn,,Sahiba,318500,5,good,5.0
3215,English,Sarah,,Sahn,1485816,3,good,3.5
3216,Not Specified,David,,Saintillan,1810346,3,good,3.7
3217,Animal Science,Janeen,L.,Salak-Johnson,1986977,6,good,3.5
3218,Engineering,Srinivasa,,Salapaka,616630,10,average,3.4
3219,Communication,Laura,,Saldivar,2215272,1,good,5.0
3220,Art  Design,Rojin,,Salehi Vishkaie,2147357,1,poor,1.0
3221,Bioengineering,Eric,,Salm,1820714,0,zero,N/A
3222,Urban & Regional Planning,Ken,,Salo,1567161,11,average,2.8
3223,Psychology,Erika,,Salomon,1661734,0,zero,N/A
3224,Information Science,Melissa,,Salrin,1808939,1,good,5.0
3225,Psychology,Ida,,Salusky,1424805,10,average,2.5
3226,Communication,James,,Salvo,1792890,3,good,4.5
3227,English,Rachel,,Samanie,1666313,6,good,4.0
3228,Mathematics,Detchat,,Samart,2113165,6,average,3.0
3229,Accounting,Jordan,,Samet,2646700,4,poor,2.3
3230,Architecture,Bryan,,Samuel,2543650,0,zero,N/A
3231,Sociology,Rebecca,,Sandefur,1724606,21,good,4.4
3232,English,Ted,,Sanders,879238,10,good,4.5
3233,Philosophy,Kirk,,Sanders,1234576,21,good,4.0
3234,Accounting,Mike,,Sandretto,438488,15,good,4.4
3235,Communication,Christian,,Sandvig,776128,9,average,3.1
3236,Classics,David,,Sansone,450697,26,average,3.1
3237,Community Health Sciences,Ryan,,Santens,2483131,1,good,5.0
3238,"Recreation, Parks, & Tourism",Carla,,Santos,1282904,5,good,5.0
3239,Special Education,Amy,,Santos,1913817,4,poor,1.0
3240,Advertising,Sela,,Sar,1923681,5,good,3.5
3241,Not Specified,Jaya,,Sarkar,1604653,3,poor,1.5
3242,Chemistry,David,,Sarlah,1948105,2,good,5.0
3243,Languages,Awa,,Sarr,398642,4,good,4.9
3244,Engineering,Dilip,,Sarwate,1109126,4,good,4.4
3245,Engineering,Pete,,Sauer,557580,8,good,4.6
3246,Labor & Employment Relations,Robert,,Saute,1674938,0,zero,N/A
3247,Art History,Anne,,Sautman,1426765,4,good,4.9
3248,Foreign Languages,Jasmina,,Savic,1836934,5,average,3.0
3249,English,Julia,,Saville,367685,24,good,4.0
3250,Communication,Amber,,Scarborough,2446148,0,zero,N/A
3251,Spanish,Daniel,,Scarpace,1850398,0,zero,N/A
3252,Philosophy,Eric,,Schaaf,1162720,3,good,4.2
3253,Philosophy,Richard,,Schacht,329473,7,poor,2.4
3254,English,Spencer,,Schaffner,1851561,2,good,5.0
3255,Veterinary Sciences,Susan,,Schantz,2676469,0,zero,N/A
3256,Mathematics,Laura,M,Schaposnik,1889288,6,good,3.8
3257,Medicine,Bruce,,Schatz,1861183,0,zero,N/A
3258,Philosophy,Genevieve,,Scheele,2164394,0,zero,N/A
3259,Chemistry,Alexander,,Scheeline,932341,6,average,2.7
3260,Education,Howard,,Schein,339283,5,good,4.4
3261,Mathematics,Hal,,Schenck,1051376,42,good,4.2
3262,Mathematics,Henry,K,Schenck,2197794,0,zero,N/A
3263,English,Christina,,Scheuer,1020764,10,good,4.4
3264,Labor  Employment Relations,Michael ,,Schiavone,2087644,1,poor,1.0
3265,Business,Mario,,Schijven,2094866,1,average,2.5
3266,Information Science,Daniel T.,,Schiller,1274447,1,good,4.5
3267,Music,Donald,,Schleicher,918153,5,good,4.2
3268,Materials Engineering,Andre,,Schleife,2146474,2,good,5.0
3269,Science,Michael,,Schlesinger,1272768,11,poor,1.8
3270,Information Science,Fred,,Schlipf,1861157,0,zero,N/A
3271,Civil Engineering,Arthur,,Schmidt,2020351,3,average,3.4
3272,English,Alexis,Nicole,Schmidt,2398889,0,zero,N/A
3273,TA,Brianna,,Schmidt,2633265,0,zero,N/A
3274,Food Science,Shelly,,Schmidt,396565,34,good,4.5
3275,Electrical  Computer Engineering,Christopher,,Schmitz,1940421,19,good,4.3
3276,Psychology,Nils,,Schneider,1210504,5,average,3.3
3277,History,Dorothee,,Schneider,1444611,28,average,3.0
3278,Economics,Rodrigo,A,Schneider,2049157,1,good,5.0
3279,Sociology,Matt,,Schneider,2085946,4,good,4.8
3280,Information Science,Jodi,,Schneider,2410080,2,poor,1.0
3281,Urban & Regional Planning,Daniel,W.,Schneider,1822350,11,good,3.5
3282,Agricultural Economics,Gary,Donald,Schnitkey,1984385,3,good,3.9
3283,Natural Resources,Robert,,Schooley,2337598,0,zero,N/A
3284,Geography,Patrice,,Schoolman,786479,0,zero,N/A
3285,Italian,Jillian,,Schouten,1438286,1,good,5.0
3286,Political Science,Mark,,Schrad,1041696,21,good,4.6
3287,Linguistics,Sylvia,,Schreiner,2176007,1,good,5.0
3288,Philosophy,William,,Schroeder,968958,6,good,3.7
3289,Crop Studies,Nathan,,Schroeder,2142861,1,good,3.5
3290,Classics,Clayton,A,Schroer,2455185,0,zero,N/A
3291,Biochem. & Molecular Biology,Mary,,Schuler,971209,15,poor,1.9
3292,Political Science,Alexander,,Schulman,2011680,1,good,4.5
3293,Physics,Elaine,,Schulte,2541209,6,poor,2.3
3294,Mathematics,Andrew,,Schultz,1257540,7,good,5.0
3295,Economics,Colleen,,Schultz,391978,156,average,2.5
3296,Sociology,Markus,,Schulz,1603511,2,average,2.8
3297,Electrical  Computer Engineering,Jose,,Schutt-Aine,2208232,2,poor,2.0
3298,Psychology,Hillary,,Schwarb,1882850,4,good,5.0
3299,Accounting,Rachel,,Schwartz,1088539,7,good,4.8
3300,Linguistics,Lane,Oscar,Schwartz,2189354,4,good,4.8
3301,English,Will,,Schwartz,2232721,0,zero,N/A
3302,German,Andrew,,Schwenk,2339393,1,good,5.0
3303,Computer Science,Alexander,,Schwing,2593323,19,average,2.8
3304,Community Health Sciences,Andiara,,Schwingel,1562928,8,good,4.5
3305,Linguistics,Frederick,,Schwink,957594,3,good,4.0
3306,Foreign Languages,Katarzyna,,Scislicka,893883,0,zero,N/A
3307,Speech Communication,Allison,,Scott,901704,8,good,4.8
3308,Physics,Willenbrock,,Scott,1613396,2,good,4.0
3309,Business,Nehemiah,,Scott,2034837,10,average,3.2
3310,Art  Design,Ernesto,,Scott,2257336,0,zero,N/A
3311,Philosophy,Michael,,Scoville,862604,2,good,5.0
3312,Music,Bernhard,,Scully,1862711,1,average,2.5
3313,Information Science,Sue,,Searing,1861184,0,zero,N/A
3314,Biology,Karen,,Sears,1619471,6,good,4.5
3315,English,Kelly,,Searsmith,259352,5,poor,2.2
3316,Community Health Sciences,Emerson,,Sebastiao,1874200,2,good,4.5
3317,Chemistry,Edmund,G,Seebauer,1828475,1,good,4.0
3318,History,Rhona,D,Seidelman,1787377,1,good,3.5
3319,Agriculture,David,,Seigler,685500,1,good,5.0
3320,Political Science,Steven,,Seitz,90858,62,average,2.5
3321,Physics,Mats,,Selen,157210,68,good,4.7
3322,Engineering,Michael,,Selig,750382,8,poor,2.4
3323,Political Science,Jennifer,,Selin,2141703,9,poor,1.6
3324,English,Jordan,,Sellers,1052112,35,good,4.8
3325,Physics,Paul,R,Selvin,1857092,2,poor,1.8
3326,Psychology,Ibrahim,,Senay,1291416,1,good,5.0
3327,Sociology,Meltem Yilmaz,,Sener,1440350,0,zero,N/A
3328,Music,Rochelle,,Sennet,1701340,3,good,3.7
3329,Architecture,John,,Senseney,1006562,18,good,3.8
3330,History,David,,Sepkoski,2523485,2,average,3.0
3331,Agricultural Economics,Teresa,,Serra,2456638,1,poor,1.0
3332,Information Systems,Sridhar,,Seshadri,2560720,3,average,3.0
3333,Design,Suresh,,Sethi,2593789,0,zero,N/A
3334,Communication,Melinda,,Sevella,2399332,0,zero,N/A
3335,Computer Science,Lui,,Sha,1794030,7,poor,2.2
3336,Business,Muhammad,,Shabbir,1945120,2,poor,1.0
3337,Anthropology,Laura,,Shackelford,887690,9,good,3.8
3338,Economics,Rachel,,Shafer,1869911,3,good,5.0
3339,Computer Science,Eric,,Shaffer,1193582,18,good,3.6
3340,Business,Sonali,,Shah,640042,12,average,3.2
3341,Writing,Alex,,Shakar,1231612,2,good,4.5
3342,Linguistics,Elias,,Shakkour,1727325,3,poor,1.9
3343,Engineering,Uday,,Shanbhag,1093195,4,good,4.1
3344,Engineering,Naresh,,Shanbhag,567269,11,good,3.5
3345,Materials Engineering,Jian-Ku,,Shang,949788,5,good,4.4
3346,Biochem.  Molecular Biology,Marty,,Shankland,1946390,3,average,3.1
3347,Classics,Danuta,,Shanzer,1520365,0,zero,N/A
3348,Statistics,Xiaofeng,,Shao,958636,10,poor,2.0
3349,Mechanical Engineering,Chenhui,,Shao,2219096,4,good,4.5
3350,History,Dan,,Shao,1630292,19,poor,1.6
3351,Biochemistry,David,,Shapiro,2480873,0,zero,N/A
3352,Accounting,Julia,,Shapland,1251256,80,good,3.5
3353,Chemistry,Pat,,Shapley,572371,42,poor,2.5
3354,Chemistry,John,,Shapley,1633568,2,poor,1.2
3355,Communication,Liesel,,Sharabi,1522552,5,good,4.8
3356,Asian Studies,Lila,,Sharif,2449185,3,average,3.3
3357,Psychology,Paul,,Sharp,2142276,0,zero,N/A
3358,Business,Sharon,,Shavitt,1061267,5,average,2.8
3359,Business,Michael,Jengping,Shaw,2545092,0,zero,N/A
3360,Foreign Languages,Oleksandra,,Shchur,1204052,3,good,4.7
3361,Philosophy,Brendan,,Shea,880972,3,average,3.3
3362,English,Anne,,Shea,1283491,2,good,3.8
3363,Social Work,Tim,,Shea,1951012,4,good,3.9
3364,English,Ryan,,Sheets,1363951,6,good,4.2
3365,Communication,Peter,,Sheldon,798312,25,good,4.3
3366,Kinesiology,Susan,,Shelley,2404527,2,average,3.0
3367,Mathematics,Jiashun,,Shen,1646998,2,poor,1.5
3368,Astronomy,Yue,,Shen,2567518,1,average,3.0
3369,Psychology,Christine,,Shenouda,2031247,13,average,2.5
3370,Social Work,Frank,,Shepke,2443403,1,good,4.0
3371,Materials Engineering,Matt,,Sherburne,1835081,2,good,4.5
3372,Urban  Regional Planning,Stephen,,Sherman,2074574,2,good,5.0
3373,Agriculture,Bruce,,Sherrick,416062,10,good,4.6
3374,Biochem. & Molecular Biology,David,,Sherwood,1639112,4,good,4.2
3375,English,Ryan,J.,Sherwood,2451494,0,zero,N/A
3376,Mathematics,Artan,,Sheshmani,1032138,4,average,3.0
3377,English,Michael,,Shetina,2134800,2,good,4.8
3378,Linguistics,Chilin,,Shih,1380194,4,good,4.7
3379,Accounting,Jae Yong,,Shin,992135,13,good,3.7
3380,Languages,Yun,Sun,Shin,1845567,1,good,4.5
3381,Art  Design,Sung Soo,,Shin,2185415,0,zero,N/A
3382,Psychology,Faith,,Shin,2329505,1,good,5.0
3383,Economics,Minchul,,Shin,2451513,2,good,5.0
3384,Art  Design,Cliff,,Shin,1972239,5,average,3.3
3385,Athletics,Kimberly,,Shinew,1599038,11,good,4.4
3386,Asian Studies,Jeannie,,Shinozuka,2108483,0,zero,N/A
3387,Anthropology,Jennifer,,Shoaff,1347798,8,average,2.8
3388,Materials Engineering,Daniel,,Shoemaker,2139138,8,poor,1.9
3389,Sociology,Grant,,Shoffstall,1502671,4,good,4.8
3390,Business,Dan,,Sholem,1516722,4,good,4.8
3391,Linguistics,Ryan,,Shosted,1287632,29,good,3.6
3392,Communication,Natasha,,Shrikant,1577008,0,zero,N/A
3393,Education,Light,,Shriner,1212708,5,average,2.7
3394,Engineering,Diwakar,,Shukla,2265949,6,good,4.8
3395,Communication,Michelle,,Shumate,1263023,4,good,3.5
3396,Social Work,Trent,,Shumway,2022333,3,good,5.0
3397,Finance,Sofia,,Sianis,2407217,5,poor,1.0
3398,Art & Design,Angelica,,Sibrian,2568337,6,average,2.7
3399,Physics,Anne,,Sickles,2102985,17,poor,2.1
3400,History,Andrew,,Siebert,1778766,0,zero,N/A
3401,Music,Jerold,,Siena,2149290,1,good,5.0
3402,Psychology,Jessica,,Siler,2335133,0,zero,N/A
3403,Business,Peter,,Silhan,68582,54,poor,1.6
3404,Computer Science,Mariana,,Silva,2660397,0,zero,N/A
3405,Engineering,Mariana,,Silva,1697507,36,good,3.9
3406,Anthropology,Helaine,,Silverman,474491,45,average,3.4
3407,Music,Michael,,Silvers,1922040,6,good,3.9
3408,English,Christopher,,Simeone,526441,13,good,3.8
3409,Science,Bill,,Simmons,274211,11,good,4.6
3410,Political Science,James,T.,Simmons,2445350,3,poor,1.0
3411,Law,James,L.,Simon,2121747,0,zero,N/A
3412,Psychology,Daniel,,Simons,1085359,6,good,4.7
3413,Statistics,Doug,,Simpson,2021819,1,good,4.5
3414,Statistics,Douglas,G,Simpson,2049160,6,average,3.4
3415,Art History,Theresa,,Sims,2435944,1,average,3.0
3416,Political Science,Gisela,,Sin,1879481,20,good,3.5
3417,Political Science,Clifford,,Singer,1444083,4,poor,2.4
3418,Engineering,Andrew,,Singer,1453160,3,good,3.5
3419,Communication,Rohini,,Singh,1721051,1,good,5.0
3420,Business,Ryan ,,Singh,2029308,1,good,5.0
3421,Engineering,Guarav,,Singh,2208235,2,good,4.5
3422,Computer Science,Saurabh,,Sinha,831226,7,average,2.7
3423,Landscape Architecture & Regional Planning,Amita,,Sinha,1690735,1,good,3.5
3424,Mechanical Engineering,Sanjiv,,Sinha,1765630,4,good,3.6
3425,Mathematics,Jonah,,Sinick,1020260,1,good,5.0
3426,Business,David,,Sinow,125967,24,good,4.1
3427,Industrial Engineering,Justin,,Sirignano,2278115,1,poor,1.0
3428,Labor  Employment Relations,Donna,,Sitler,1966816,1,poor,1.5
3429,Chemistry,Nertila,,Siuti,801767,5,average,3.1
3430,Geography,Murugesu,,Sivapalan,845285,9,average,2.5
3431,Mathematics,Dane,,Skabelund,2412541,11,average,3.4
3432,History,Emily,,Skidmore,1138629,3,good,4.8
3433,Agriculture,Robert,,Skirvin,236751,43,good,4.9
3434,English,Katherine,,Skwarczek,1727979,1,good,4.5
3435,Linguistics,Benjamin,,Slade,1167589,2,average,3.2
3436,Advertising,Jan,,Slater,2041903,0,zero,N/A
3437,German,John,,Slattery,2488237,1,good,4.0
3438,Biology,Jim,,Slauch,94794,37,good,3.7
3439,Geology,Sam,,Slaven,1706013,4,good,4.1
3440,English,Sid,,Slobodnik,2369,57,poor,2.4
3441,Art History,Irene,,Small,1353164,3,good,4.2
3442,Anthropology,Krystal,,Smalls,2183148,19,average,3.3
3443,Computer Science,Paris,,Smaragdis,2413715,1,good,5.0
3444,Education,Jennifer,Anne,Smist,2658541,2,good,5.0
3445,Accounting,Steven,,Smith,631405,11,good,3.6
3446,Mathematics,Kathleen,,Smith,835020,29,average,3.1
3447,Information Science,Linda,C,Smith,1808938,4,good,3.5
3448,Bioengineering,Andrew,,Smith,1817744,3,average,3.3
3449,Finance,Mark,K,Smith,1867278,14,good,3.8
3450,English,Julia,,Smith,1880040,1,poor,1.0
3451,German,Dustin,L,Smith,1902229,1,good,4.5
3452,Mechanical Engineering,Kyle,,Smith,1985974,3,good,4.8
3453,Education,Patrick ,,Smith,2008504,1,poor,1.0
3454,Psychology,Cybelle,,Smith,2014018,1,good,4.5
3455,English,Meagan,,Smith,2179878,0,zero,N/A
3456,Music,Sean,,Smith,2287099,0,zero,N/A
3457,Human & Community Development,Sharde,,Smith,2598709,1,average,3.0
3458,Biology,Rachel,,Smith-Bolton,2264481,4,good,4.8
3459,Mathematics,Jason,,Sneed,447932,11,average,3.1
3460,Labor & Employment Relations,Marilyn,,Sneiderman,1615509,0,zero,N/A
3461,Science,Eric,,Snodgrass,992806,158,good,4.8
3462,English,Spencer,,Snow,1209194,6,good,4.4
3463,Literature,Valeria,,Sobol,1815897,4,good,5.0
3464,Languages,Juan,,Socarras,749457,5,poor,2.3
3465,Sociology,Matt,,Soener,2632584,3,poor,1.7
3466,Anthropology,Agnes,,Sohn,2455734,1,good,4.0
3467,Mathematics,Slawomir,,Solecki,835442,8,good,4.3
3468,Music,Gabriel,,Solis,122808,24,average,3.3
3469,Classics,Jon,,Solomon,835709,87,good,4.5
3470,Computer Science,Edgar,,Solomonik,2463729,2,good,4.5
3471,Music,Andrea,,Solya,1492317,17,good,4.1
3472,Business,Deepak,,Somaya,2676613,1,poor,1.0
3473,English,Siobhan,,Somerville,602374,6,good,4.5
3474,Education,Chan,,Sommers,927091,4,good,4.9
3475,Mathematics,Renming,,Song,614953,12,good,3.8
3476,Information Science,Yoo-Seong,,Song,1861158,3,good,5.0
3477,Asian Studies,Jinsub,,Song,2176393,0,zero,N/A
3478,Geology,Xiadong,,Song,2446630,1,good,4.0
3479,Geology,Xiaodong,,Song,2446632,1,good,5.0
3480,Engineering,Harlee,,Sorkin,2170853,4,good,5.0
3481,Business,Harlee,,Sorkin,2336625,0,zero,N/A
3482,Economics,Walter,,Sosa-Escudero,1208295,2,good,5.0
3483,Kinesiology,Jacob,,Sosnoff,2420426,2,good,4.5
3484,Journalism,Mira,,Sotirovic,2456976,1,good,5.0
3485,American Studies,Silvia,,Soto,2598756,1,good,5.0
3486,Accounting,Theodore,,Sougiannis,595641,8,average,2.9
3487,Business,Sebastian,,Souyris,2660117,1,good,4.0
3488,Industrial Engineering,Richard,,Sowers,2668501,0,zero,N/A
3489,Mathematics,Richard,,Sowers,257568,19,average,2.6
3490,Italian,Pierpaolo,,Spagnolo,2156133,11,good,4.8
3491,Education,Christopher,,Span,808727,13,good,4.3
3492,Psychology,Lisa,,Spanierman,1145191,5,good,5.0
3493,Civil Engineering,Billie,F,Spencer,1882991,8,average,3.4
3494,Finance,Xaingyi,,Spencer,2640640,1,good,4.0
3495,Chemistry,Lindsay,,Sperling,1317396,5,good,4.5
3496,Psychology,Julia,,Spielmann,2361046,1,good,5.0
3497,Biochemistry,Ashley,,Spies,1081768,15,poor,2.2
3498,Biochemistry,Maria,,Spies,1207237,2,good,3.5
3499,English,Carol,,Spindel,1889277,0,zero,N/A
3500,Education,David Todd,,Spinner,1438281,0,zero,N/A
3501,Education,Todd,,Spinner,1438282,1,good,5.0
3502,Philosophy,Joseph,,Spino,1628636,2,good,4.5
3503,Mathematics,Hannah,,Spinoza,2592227,0,zero,N/A
3504,English,Derrick,,Spires,1791900,7,good,4.2
3505,Business,Alex,,Spletsov,1573947,0,zero,N/A
3506,Agriculture,Christy,,Sprague,457446,0,zero,N/A
3507,Psychology,Jenessa,,Sprague,1492789,0,zero,N/A
3508,Graphic Arts,Robb,,Springfield,734799,0,zero,N/A
3509,Consumer Family Science,Katherine,,Sredl,1197131,0,zero,N/A
3510,Marketing,Arun,,Sreekumar,2521801,6,good,4.3
3511,Engineering,R.S.,,Sreenivas,778643,6,good,4.8
3512,Civil Engineering,Venkatraman,,Srinivasan,1621783,3,good,3.7
3513,Psychology,Tom,,Srull,124038,103,average,3.5
3514,Economics,Bbbbb,,Sssss,1329369,0,zero,N/A
3515,Biochem. & Molecular Biology,Beth,,Stadtmueller,2623625,2,average,3.0
3516,American Studies,Christine,,Stanciu,1537818,1,good,5.0
3517,English,Melissa ,,Stanfill,2015932,2,good,3.5
3518,Psychology,Sarah,,Stanley,1963847,2,poor,1.5
3519,Mechanical Engineering,Martin,,Starzewski,1076643,15,poor,1.7
3520,Spanish,Maria,,Stasevicius,1288192,3,good,4.7
3521,Atmospheric Sciences,Daniel,,Stechman,2015940,1,good,4.5
3522,Animal Science,Andrew,,Steelman,2588744,0,zero,N/A
3523,Biology,Brian,,Steidinger,1558125,1,good,4.5
3524,Law,Robert,,Steigmann,1395328,1,poor,1.5
3525,History,Mark,,Steinberg,210194,14,good,5.0
3526,Philosophy,Jesse,,Steinberg,1191261,12,good,4.0
3527,Physics,Timothy (Tim),,Stelzer,57225,116,good,4.5
3528,Speech Communication,Laura,,Stengrim,931839,10,good,4.6
3529,German,Anna,,Stenport,1235002,3,good,4.8
3530,Statistics,Alexei,,Stepanov,776819,140,good,4.3
3531,English,Ben,,Stephens,588422,0,zero,N/A
3532,Psychology,Chadly,,Stern,2354484,3,good,5.0
3533,Accounting,Thomas,,Sternburg,927772,8,good,4.6
3534,English,Andrea,,Stevens,1197849,15,good,4.9
3535,Accounting,Cynthia,G.,Steward,2604187,1,poor,1.0
3536,Accounting,Cindy,,Steward,2619612,0,zero,N/A
3537,Sociology,Daniel,,Steward,1736415,12,average,2.5
3538,Geology,Michael,,Stewart,255862,61,good,4.2
3539,Classics,Shannon,,Stewart,1426772,21,good,4.9
3540,Engineering,Scott,,Stewart,1705088,0,zero,N/A
3541,Labor & Employment Relations,Beverly,,Stewart,2599547,1,poor,2.0
3542,English,Brad,,Stiles,1185006,8,good,4.7
3543,Civil Engineering,Ashlynn,,Stillwell,2469630,20,poor,1.4
3544,Mathematics,Sonja,,Stimac,907395,1,poor,1.0
3545,Engineering,Dusan,,Stipanovic,781813,4,good,4.7
3546,Agriculture,Paul,,Stoddard,1073083,22,good,4.8
3547,Information Science,Victoria,,Stodden,2224986,7,average,2.9
3548,Natural Resources,Kirk,,Stodola,1887607,4,average,2.8
3549,Not Specified,Monika,,Stodolska,260202,15,good,4.5
3550,Mathematics,Vesna,,Stojanoska,2081061,3,average,2.5
3551,Communication,Inger,,Stole,883770,10,good,3.8
3552,Mathematics,Derrick,,Stolee,1780506,1,good,4.5
3553,Agriculture,Patricia,,Stoller,1398600,7,good,3.9
3554,Physics,Michael,,Stone,872642,7,average,3.1
3555,Speech Communication,Anne,,Stone,1092829,3,good,4.3
3556,Music,Sylvia,,Stone,2249816,1,poor,1.0
3557,Mathematics,Corey,,Stone,2345674,2,average,3.0
3558,Italian,Eleanora,,Stoppino,1146200,4,good,4.7
3559,Psychology,Daniel,,Storage,2027761,6,good,5.0
3560,Communication,Matthew,,Storie,2580355,1,average,3.0
3561,Women's Studies,Rachel,,Storm,1878321,2,good,5.0
3562,Architecture,Rick,,Strand,1662708,4,average,3.1
3563,Mathematics,Armin,,Straub,1899968,2,good,5.0
3564,Kinesiology,Davod,R,Strauser,1831996,0,zero,N/A
3565,Community Health Sciences,David,,Strauser,2479676,1,good,5.0
3566,French,Nick,,Strole,1715346,1,good,4.5
3567,Information Science,Marten,,Stromberg,1861159,0,zero,N/A
3568,Civil Engineering,Leslie,,Struble,1113824,2,poor,1.0
3569,Italian,Mariagabriella,,Stuardi,2567520,0,zero,N/A
3570,Biology,Lisa,,Stubbs,2479023,2,good,3.5
3571,Crop Studies,Anthony,J,Studer,2569947,1,good,5.0
3572,Anthropology,Rebecca,,Stumpf,416457,18,good,3.7
3573,Chinese,Huang Lan,,SU,1354891,3,average,2.5
3574,Engineering,Xiao,,Su,2464440,2,average,3.0
3575,Agricultural Economics,Cecilia,,Suarez,2015935,2,good,5.0
3576,Biology,Andrew,,Suarez,483663,28,good,4.8
3577,Business,Ram,,Subramanyam,1801514,16,good,4.0
3578,Psychology,Niwako,,Sugimura,1471723,2,good,4.0
3579,Sociology,Noreen,,Sugrue,1129525,22,average,2.9
3580,Political Science,Tracy,,Sulkin,90864,42,good,4.2
3581,African-American Studies,Anthony,B.,Sullers Jr.,2548364,0,zero,N/A
3582,English,Zohreh,,Sullivan,436839,23,good,3.8
3583,Psychology,Sarah,,Sullivan,1066115,1,good,5.0
3584,Human & Community Development,Patrick,,Sullivan,1405001,2,good,4.5
3585,Architecture,William C.,,Sullivan,1481214,5,good,4.6
3586,Engineering,Clair,J,Sullivan,1904103,1,good,5.0
3587,Labor & Employment Relations,Yuanyuan,,Sun,1871444,1,average,3.0
3588,Computer Science,Hari,,Sundaram,2349781,4,average,3.0
3589,Computer Science,Sameer,,Sundresh,1005401,0,zero,N/A
3590,English,Patricia,,Sunia,2025467,1,good,4.0
3591,Natural Resources,Cory,,Suski,2144563,0,zero,N/A
3592,Philosophy,David,,Sussman,562648,32,average,3.5
3593,English,Sarah,,Sutor ,2044175,7,poor,1.6
3594,Astronomy,Edward,,Sutton,1172273,10,average,3.3
3595,Bioengineering,Brad,,Sutton,2523072,3,good,3.7
3596,German,Norma,,Suvak,1846914,2,average,3.2
3597,Political Science,Milan,,Svolik,1563420,10,good,4.2
3598,Education,Barry,,Swanson,888722,0,zero,N/A
3599,Music,Bridget,,Sweet,2051514,3,good,4.7
3600,Accounting,Jason,,Sweetwood,2640631,1,good,4.0
3601,Philosophy,Joe,,Swenson,395110,12,good,4.2
3602,Psychology,Sara,,Swenson,1683624,5,good,4.3
3603,Sociology,Gray,,Swicegood,633861,7,good,4.1
3604,Political Science,Nathaniel,,Swigger,589762,8,average,3.0
3605,Kinesiology,Synthia,,Sydnor,2410379,2,good,4.5
3606,Music,Katherine,,Syer,290308,10,good,3.5
3607,Accounting,Ross,,Sylvestri,2321141,1,good,5.0
3608,History,Carol,,Symes,232757,53,average,3.5
3609,History,Caroll,,Syms,898393,1,poor,1.5
3610,Law,Rebecca,,Szajna,2384758,1,poor,1.0
3611,German,Juliane,,Szlosze,1790736,1,good,5.0
3612,Mathematics,Patrick,,Szuta,782346,4,good,4.5
3613,TA,Fara,,Taddei,2194258,1,good,5.0
3614,Business,Ali,,Tafti,1521236,20,good,4.1
3615,"Recreation, Parks, & Tourism",Scott,,Tainsky,1520527,3,good,4.3
3616,Biochem. & Molecular Biology,Emad,,Tajkhorshid,2497439,0,zero,N/A
3617,Linguistics,Aida,,Talic,2373802,3,average,3.0
3618,Aviation,Don,,Talleur,808016,6,good,4.4
3619,Political Science,Wendy,,Tam,244605,4,poor,1.0
3620,Social Work,Kevin,,Tan,2335203,0,zero,N/A
3621,Psychology,Caroline,,Tancredy,1311258,5,good,4.6
3622,Advertising,Harsh,,Taneja,2324432,1,poor,1.0
3623,Anatomy,Vivian,,Tang,2430526,2,poor,1.0
